label,train_test_split,file_path,channel_width,chunk
M0,Train,Allen/crops/231225.ome.tiff,374,Allen
M0,Train,Allen/crops/231226.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231227.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231228.ome.tiff,374,Allen
M0,Train,Allen/crops/231229.ome.tiff,374,Allen
M0,Train,Allen/crops/231231.ome.tiff,374,Allen
M0,Train,Allen/crops/231235.ome.tiff,374,Allen
M0,Train,Allen/crops/231236.ome.tiff,374,Allen
M0,Train,Allen/crops/231237.ome.tiff,374,Allen
M0,Train,Allen/crops/231241.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231245.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231246.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231248.ome.tiff,374,Allen
M0,Train,Allen/crops/231253.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231254.ome.tiff,374,Allen
M0,Train,Allen/crops/231255.ome.tiff,374,Allen
M0,Train,Allen/crops/231258.ome.tiff,374,Allen
M0,Train,Allen/crops/231330.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231333.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231343.ome.tiff,374,Allen
M0,Train,Allen/crops/231344.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231345.ome.tiff,374,Allen
M0,Train,Allen/crops/231346.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231347.ome.tiff,374,Allen
M0,Train,Allen/crops/231348.ome.tiff,374,Allen
M0,Train,Allen/crops/231350.ome.tiff,374,Allen
M0,Train,Allen/crops/231351.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231362.ome.tiff,374,Allen
M0,Train,Allen/crops/231363.ome.tiff,374,Allen
M0,Train,Allen/crops/231364.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231368.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231370.ome.tiff,374,Allen
M0,Train,Allen/crops/231371.ome.tiff,374,Allen
M0,Train,Allen/crops/231373.ome.tiff,374,Allen
M0,Train,Allen/crops/231374.ome.tiff,374,Allen
M0,Train,Allen/crops/231375.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231377.ome.tiff,374,Allen
M0,Train,Allen/crops/231379.ome.tiff,374,Allen
M0,Train,Allen/crops/231380.ome.tiff,374,Allen
M0,Train,Allen/crops/231385.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231393.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231394.ome.tiff,374,Allen
M0,Train,Allen/crops/231395.ome.tiff,374,Allen
M0,Train,Allen/crops/231401.ome.tiff,374,Allen
M0,Train,Allen/crops/231403.ome.tiff,374,Allen
M0,Train,Allen/crops/231409.ome.tiff,374,Allen
M0,Train,Allen/crops/231413.ome.tiff,374,Allen
M0,Train,Allen/crops/231415.ome.tiff,374,Allen
M0,Train,Allen/crops/231417.ome.tiff,374,Allen
M0,Train,Allen/crops/231421.ome.tiff,374,Allen
M0,Train,Allen/crops/231423.ome.tiff,374,Allen
M0,Train,Allen/crops/231424.ome.tiff,374,Allen
M0,Train,Allen/crops/231426.ome.tiff,374,Allen
M0,Train,Allen/crops/231430.ome.tiff,374,Allen
M0,Train,Allen/crops/231431.ome.tiff,374,Allen
M0,Train,Allen/crops/231434.ome.tiff,374,Allen
M0,Train,Allen/crops/231435.ome.tiff,374,Allen
M0,Train,Allen/crops/231436.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231442.ome.tiff,374,Allen
M0,Train,Allen/crops/231449.ome.tiff,374,Allen
M0,Train,Allen/crops/231450.ome.tiff,374,Allen
M0,Train,Allen/crops/231451.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231452.ome.tiff,374,Allen
M0,Train,Allen/crops/231453.ome.tiff,374,Allen
M0,Train,Allen/crops/231455.ome.tiff,374,Allen
M0,Train,Allen/crops/231456.ome.tiff,374,Allen
M0,Train,Allen/crops/231462.ome.tiff,374,Allen
M0,Train,Allen/crops/231464.ome.tiff,374,Allen
M0,Train,Allen/crops/231465.ome.tiff,374,Allen
M0,Train,Allen/crops/231466.ome.tiff,374,Allen
M0,Train,Allen/crops/231468.ome.tiff,374,Allen
M0,Train,Allen/crops/231469.ome.tiff,374,Allen
M0,Train,Allen/crops/231474.ome.tiff,374,Allen
M0,Train,Allen/crops/231485.ome.tiff,374,Allen
M0,Train,Allen/crops/231492.ome.tiff,374,Allen
M0,Train,Allen/crops/231495.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231497.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231498.ome.tiff,374,Allen
M0,Train,Allen/crops/231499.ome.tiff,374,Allen
M0,Train,Allen/crops/231500.ome.tiff,374,Allen
M0,Train,Allen/crops/231504.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231505.ome.tiff,374,Allen
M0,Train,Allen/crops/231506.ome.tiff,374,Allen
M0,Train,Allen/crops/231507.ome.tiff,374,Allen
M0,Train,Allen/crops/231508.ome.tiff,374,Allen
M0,Train,Allen/crops/231510.ome.tiff,374,Allen
M0,Train,Allen/crops/231511.ome.tiff,374,Allen
M0,Train,Allen/crops/231515.ome.tiff,374,Allen
M0,Train,Allen/crops/231520.ome.tiff,374,Allen
M0,Train,Allen/crops/231521.ome.tiff,374,Allen
M0,Train,Allen/crops/231528.ome.tiff,374,Allen
M0,Train,Allen/crops/231529.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231530.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231535.ome.tiff,374,Allen
M0,Train,Allen/crops/231536.ome.tiff,374,Allen
M0,Train,Allen/crops/231538.ome.tiff,374,Allen
M0,Train,Allen/crops/231539.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231540.ome.tiff,374,Allen
M0,Train,Allen/crops/231541.ome.tiff,374,Allen
M0,Train,Allen/crops/231544.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231546.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231549.ome.tiff,374,Allen
M0,Train,Allen/crops/231552.ome.tiff,374,Allen
M0,Train,Allen/crops/231558.ome.tiff,374,Allen
M0,Train,Allen/crops/231566.ome.tiff,374,Allen
M0,Train,Allen/crops/231567.ome.tiff,374,Allen
M0,Train,Allen/crops/231571.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231573.ome.tiff,374,Allen
M0,Train,Allen/crops/231574.ome.tiff,374,Allen
M0,Train,Allen/crops/231575.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231576.ome.tiff,374,Allen
M0,Train,Allen/crops/231577.ome.tiff,374,Allen
M0,Train,Allen/crops/231579.ome.tiff,374,Allen
M0,Train,Allen/crops/231580.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231582.ome.tiff,374,Allen
M0,Train,Allen/crops/231588.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231590.ome.tiff,374,Allen
M0,Train,Allen/crops/231596.ome.tiff,374,Allen
M0,Train,Allen/crops/231597.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231602.ome.tiff,374,Allen
M0,Train,Allen/crops/231603.ome.tiff,374,Allen
M0,Train,Allen/crops/231604.ome.tiff,374,Allen
M0,Train,Allen/crops/231605.ome.tiff,374,Allen
M0,Train,Allen/crops/231606.ome.tiff,374,Allen
M0,Train,Allen/crops/231607.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231608.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231621.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231622.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231627.ome.tiff,374,Allen
M0,Train,Allen/crops/231628.ome.tiff,374,Allen
M0,Train,Allen/crops/231629.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231631.ome.tiff,374,Allen
M0,Train,Allen/crops/231633.ome.tiff,374,Allen
M0,Train,Allen/crops/231634.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231637.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231639.ome.tiff,374,Allen
M0,Train,Allen/crops/231649.ome.tiff,374,Allen
M0,Train,Allen/crops/231652.ome.tiff,374,Allen
M0,Train,Allen/crops/231655.ome.tiff,374,Allen
M0,Train,Allen/crops/231657.ome.tiff,374,Allen
M0,Train,Allen/crops/231658.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231664.ome.tiff,374,Allen
M0,Train,Allen/crops/231666.ome.tiff,374,Allen
M0,Train,Allen/crops/231667.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231671.ome.tiff,374,Allen
M0,Train,Allen/crops/231673.ome.tiff,374,Allen
M0,Train,Allen/crops/231674.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231680.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231681.ome.tiff,374,Allen
M0,Train,Allen/crops/231682.ome.tiff,374,Allen
M0,Train,Allen/crops/231686.ome.tiff,374,Allen
M0,Train,Allen/crops/231687.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231688.ome.tiff,374,Allen
M0,Train,Allen/crops/231693.ome.tiff,374,Allen
M0,Train,Allen/crops/231698.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231699.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231703.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231706.ome.tiff,374,Allen
M0,Train,Allen/crops/231707.ome.tiff,374,Allen
M0,Train,Allen/crops/231712.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231713.ome.tiff,374,Allen
M4M5,Train,Allen/crops/231725.ome.tiff,374,Allen
M0,Train,Allen/crops/231726.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231727.ome.tiff,374,Allen
M0,Train,Allen/crops/231728.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231729.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231731.ome.tiff,374,Allen
M0,Train,Allen/crops/231732.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231737.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231740.ome.tiff,374,Allen
M0,Train,Allen/crops/231741.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231742.ome.tiff,374,Allen
M0,Train,Allen/crops/231743.ome.tiff,374,Allen
M0,Train,Allen/crops/231755.ome.tiff,374,Allen
M0,Train,Allen/crops/231758.ome.tiff,374,Allen
M0,Train,Allen/crops/231765.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231766.ome.tiff,374,Allen
M0,Train,Allen/crops/231767.ome.tiff,374,Allen
M0,Train,Allen/crops/231768.ome.tiff,374,Allen
M0,Train,Allen/crops/231776.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231778.ome.tiff,374,Allen
M0,Train,Allen/crops/231780.ome.tiff,374,Allen
M0,Train,Allen/crops/231781.ome.tiff,374,Allen
M0,Train,Allen/crops/231782.ome.tiff,374,Allen
M0,Train,Allen/crops/231783.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231785.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231786.ome.tiff,374,Allen
M0,Train,Allen/crops/231787.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231796.ome.tiff,374,Allen
M6M7_complete,Task_one,Allen/crops/231804.ome.tiff,374,Allen
M0,Train,Allen/crops/231806.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231810.ome.tiff,374,Allen
M0,Train,Allen/crops/231813.ome.tiff,374,Allen
M0,Train,Allen/crops/231815.ome.tiff,374,Allen
M0,Train,Allen/crops/231816.ome.tiff,374,Allen
M0,Train,Allen/crops/231818.ome.tiff,374,Allen
M0,Train,Allen/crops/231820.ome.tiff,374,Allen
M0,Train,Allen/crops/231821.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231822.ome.tiff,374,Allen
M0,Train,Allen/crops/231825.ome.tiff,374,Allen
M0,Train,Allen/crops/231826.ome.tiff,374,Allen
M0,Train,Allen/crops/231827.ome.tiff,374,Allen
M0,Train,Allen/crops/231830.ome.tiff,374,Allen
M0,Train,Allen/crops/231835.ome.tiff,374,Allen
M0,Train,Allen/crops/231840.ome.tiff,374,Allen
M0,Train,Allen/crops/231843.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231844.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231845.ome.tiff,374,Allen
M6M7_single,Task_one,Allen/crops/231853.ome.tiff,374,Allen
M0,Train,Allen/crops/231859.ome.tiff,374,Allen
M0,Train,Allen/crops/231861.ome.tiff,374,Allen
M1M2,Task_one,Allen/crops/231862.ome.tiff,374,Allen
M0,Train,Allen/crops/231866.ome.tiff,374,Allen
M0,Train,Allen/crops/231868.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231869.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231870.ome.tiff,374,Allen
M0,Train,Allen/crops/231871.ome.tiff,374,Allen
M0,Train,Allen/crops/231872.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231873.ome.tiff,374,Allen
M0,Train,Allen/crops/231877.ome.tiff,374,Allen
M0,Train,Allen/crops/231878.ome.tiff,374,Allen
M0,Train,Allen/crops/231879.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231881.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231882.ome.tiff,374,Allen
M0,Train,Allen/crops/231883.ome.tiff,374,Allen
M0,Train,Allen/crops/231898.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231899.ome.tiff,374,Allen
M0,Train,Allen/crops/231900.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231901.ome.tiff,374,Allen
M0,Train,Allen/crops/231906.ome.tiff,374,Allen
M0,Train,Allen/crops/231909.ome.tiff,374,Allen
M0,Train,Allen/crops/231910.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231911.ome.tiff,374,Allen
M0,Train,Allen/crops/231913.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231914.ome.tiff,374,Allen
M0,Train,Allen/crops/231915.ome.tiff,374,Allen
M0,Train,Allen/crops/231923.ome.tiff,374,Allen
M0,Train,Allen/crops/231925.ome.tiff,374,Allen
M4M5,Train,Allen/crops/231929.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231933.ome.tiff,374,Allen
M0,Train,Allen/crops/231934.ome.tiff,374,Allen
M0,Train,Allen/crops/231936.ome.tiff,374,Allen
M0,Train,Allen/crops/231937.ome.tiff,374,Allen
M0,Train,Allen/crops/231938.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231939.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231940.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231941.ome.tiff,374,Allen
M0,Train,Allen/crops/231947.ome.tiff,374,Allen
M0,Train,Allen/crops/231949.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231950.ome.tiff,374,Allen
M0,Train,Allen/crops/231955.ome.tiff,374,Allen
M0,Train,Allen/crops/231958.ome.tiff,374,Allen
M0,Train,Allen/crops/231959.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231961.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231962.ome.tiff,374,Allen
M0,Train,Allen/crops/231964.ome.tiff,374,Allen
M0,Train,Allen/crops/231965.ome.tiff,374,Allen
M0,Train,Allen/crops/231971.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231973.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231974.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231982.ome.tiff,374,Allen
M0,Train,Allen/crops/231985.ome.tiff,374,Allen
M0,Train,Allen/crops/231988.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231989.ome.tiff,374,Allen
M0,Train,Allen/crops/231990.ome.tiff,374,Allen
M0,Train,Allen/crops/231995.ome.tiff,374,Allen
M0,Train,Allen/crops/231996.ome.tiff,374,Allen
M0,Train,Allen/crops/231997.ome.tiff,374,Allen
M0,Task_one,Allen/crops/231998.ome.tiff,374,Allen
M0,Train,Allen/crops/231999.ome.tiff,374,Allen
M0,Train,Allen/crops/232001.ome.tiff,374,Allen
M0,Train,Allen/crops/232007.ome.tiff,374,Allen
M0,Train,Allen/crops/232008.ome.tiff,374,Allen
M0,Train,Allen/crops/232011.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232014.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232020.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232023.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232031.ome.tiff,374,Allen
M0,Train,Allen/crops/232034.ome.tiff,374,Allen
M0,Train,Allen/crops/232038.ome.tiff,374,Allen
M0,Train,Allen/crops/232039.ome.tiff,374,Allen
M0,Train,Allen/crops/232040.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232042.ome.tiff,374,Allen
M0,Train,Allen/crops/232043.ome.tiff,374,Allen
M0,Train,Allen/crops/232044.ome.tiff,374,Allen
M0,Train,Allen/crops/232045.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232047.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232054.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232056.ome.tiff,374,Allen
M0,Train,Allen/crops/232062.ome.tiff,374,Allen
M0,Train,Allen/crops/232065.ome.tiff,374,Allen
M0,Train,Allen/crops/232067.ome.tiff,374,Allen
M0,Train,Allen/crops/232068.ome.tiff,374,Allen
M0,Train,Allen/crops/232075.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232076.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232077.ome.tiff,374,Allen
M0,Train,Allen/crops/232084.ome.tiff,374,Allen
M6M7_single,Task_one,Allen/crops/232090.ome.tiff,374,Allen
M6M7_complete,Task_one,Allen/crops/232091.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232092.ome.tiff,374,Allen
M6M7_complete,Task_one,Allen/crops/232093.ome.tiff,374,Allen
M0,Train,Allen/crops/232098.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232100.ome.tiff,374,Allen
M0,Train,Allen/crops/232106.ome.tiff,374,Allen
M0,Train,Allen/crops/232108.ome.tiff,374,Allen
M0,Train,Allen/crops/232110.ome.tiff,374,Allen
M0,Train,Allen/crops/232111.ome.tiff,374,Allen
M0,Train,Allen/crops/232112.ome.tiff,374,Allen
M0,Train,Allen/crops/232121.ome.tiff,374,Allen
M0,Train,Allen/crops/232124.ome.tiff,374,Allen
M0,Train,Allen/crops/232126.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232140.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232145.ome.tiff,374,Allen
M0,Train,Allen/crops/232146.ome.tiff,374,Allen
M0,Train,Allen/crops/232149.ome.tiff,374,Allen
M0,Train,Allen/crops/232150.ome.tiff,374,Allen
M0,Train,Allen/crops/232151.ome.tiff,374,Allen
M0,Train,Allen/crops/232154.ome.tiff,374,Allen
M0,Train,Allen/crops/232156.ome.tiff,374,Allen
M0,Train,Allen/crops/232157.ome.tiff,374,Allen
M0,Train,Allen/crops/232158.ome.tiff,374,Allen
M0,Train,Allen/crops/232172.ome.tiff,374,Allen
M0,Train,Allen/crops/232173.ome.tiff,374,Allen
M0,Train,Allen/crops/232178.ome.tiff,374,Allen
M0,Train,Allen/crops/232179.ome.tiff,374,Allen
M0,Train,Allen/crops/232180.ome.tiff,374,Allen
M0,Train,Allen/crops/232181.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232182.ome.tiff,374,Allen
M0,Train,Allen/crops/232187.ome.tiff,374,Allen
M0,Train,Allen/crops/232188.ome.tiff,374,Allen
M0,Train,Allen/crops/232189.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232190.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232191.ome.tiff,374,Allen
M0,Train,Allen/crops/232192.ome.tiff,374,Allen
M1M2,Train,Allen/crops/232193.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232200.ome.tiff,374,Allen
M0,Train,Allen/crops/232202.ome.tiff,374,Allen
M0,Train,Allen/crops/232204.ome.tiff,374,Allen
M0,Train,Allen/crops/232205.ome.tiff,374,Allen
M1M2,Train,Allen/crops/232206.ome.tiff,374,Allen
M0,Train,Allen/crops/232207.ome.tiff,374,Allen
M0,Train,Allen/crops/232212.ome.tiff,374,Allen
M6M7_complete,Train,Allen/crops/232214.ome.tiff,374,Allen
M0,Train,Allen/crops/232218.ome.tiff,374,Allen
M0,Train,Allen/crops/232223.ome.tiff,374,Allen
M0,Train,Allen/crops/232229.ome.tiff,374,Allen
M0,Train,Allen/crops/232230.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232231.ome.tiff,374,Allen
M0,Train,Allen/crops/232232.ome.tiff,374,Allen
M0,Train,Allen/crops/232234.ome.tiff,374,Allen
M6M7_complete,Train,Allen/crops/232244.ome.tiff,374,Allen
M0,Train,Allen/crops/232246.ome.tiff,374,Allen
M0,Train,Allen/crops/232248.ome.tiff,374,Allen
M0,Train,Allen/crops/232251.ome.tiff,374,Allen
M0,Train,Allen/crops/232257.ome.tiff,374,Allen
M0,Task_one,Allen/crops/232260.ome.tiff,374,Allen
M0,Task_one,Allen/crops/253795.ome.tiff,374,Allen
M0,Train,Allen/crops/253801.ome.tiff,374,Allen
M0,Train,Allen/crops/253802.ome.tiff,374,Allen
M0,Task_one,Allen/crops/253803.ome.tiff,374,Allen
M0,Train,Allen/crops/253805.ome.tiff,374,Allen
M0,Task_one,Allen/crops/253806.ome.tiff,374,Allen
M0,Task_one,Allen/crops/253812.ome.tiff,374,Allen
M0,Train,Allen/crops/253813.ome.tiff,374,Allen
M0,Train,Allen/crops/253814.ome.tiff,374,Allen
M0,Task_one,Allen/crops/253815.ome.tiff,374,Allen
M0,Train,Allen/crops/253819.ome.tiff,374,Allen
M0,Train,Allen/crops/253820.ome.tiff,374,Allen
M0,Train,Allen/crops/253823.ome.tiff,374,Allen
M4M5,Train,Allen/crops/253841.ome.tiff,374,Allen
M0,Train,Allen/crops/253842.ome.tiff,374,Allen
M0,Train,Allen/crops/253843.ome.tiff,374,Allen
M0,Train,Allen/crops/253846.ome.tiff,374,Allen
M0,Task_one,Allen/crops/253847.ome.tiff,374,Allen
M0,Train,Allen/crops/253852.ome.tiff,374,Allen
M0,Task_one,Allen/crops/253853.ome.tiff,374,Allen
M0,Train,Allen/crops/253862.ome.tiff,374,Allen
M0,Train,Allen/crops/253864.ome.tiff,374,Allen
M0,Task_one,Allen/crops/253865.ome.tiff,374,Allen
M0,Train,Allen/crops/253866.ome.tiff,374,Allen
M0,Train,Allen/crops/253909.ome.tiff,374,Allen
M0,Train,Allen/crops/253910.ome.tiff,374,Allen
M1M2,Train,Allen/crops/253911.ome.tiff,374,Allen
M0,Task_one,Allen/crops/253918.ome.tiff,374,Allen
M0,Train,Allen/crops/253919.ome.tiff,374,Allen
M0,Train,Allen/crops/253921.ome.tiff,374,Allen
M0,Train,Allen/crops/253922.ome.tiff,374,Allen
M1M2,Train,Allen/crops/253923.ome.tiff,374,Allen
M0,Task_one,Allen/crops/253924.ome.tiff,374,Allen
M0,Train,Allen/crops/253925.ome.tiff,374,Allen
M0,Train,Allen/crops/253931.ome.tiff,374,Allen
M0,Train,Allen/crops/253934.ome.tiff,374,Allen
M0,Train,Allen/crops/253943.ome.tiff,374,Allen
M0,Train,Allen/crops/253948.ome.tiff,374,Allen
M0,Train,Allen/crops/253950.ome.tiff,374,Allen
M0,Train,Allen/crops/253951.ome.tiff,374,Allen
M0,Train,Allen/crops/253952.ome.tiff,374,Allen
M0,Train,Allen/crops/253953.ome.tiff,374,Allen
M0,Task_one,Allen/crops/253954.ome.tiff,374,Allen
M0,Train,Allen/crops/253955.ome.tiff,374,Allen
M0,Train,Allen/crops/253956.ome.tiff,374,Allen
M0,Task_one,Allen/crops/253960.ome.tiff,374,Allen
M0,Train,Allen/crops/253961.ome.tiff,374,Allen
M0,Task_one,Allen/crops/253969.ome.tiff,374,Allen
M0,Train,Allen/crops/253972.ome.tiff,374,Allen
